가족하고 사진을 많이 찍으려고 해요 .	가족과 사진을 많이 찍으려고 해요 .
보스케에서 가족하고 산책을 할 거예요 .	보스케에서 가족과 산책을 할 거예요 .
가족하고 케이크를 먹을 거에요 .	가족과 케이크를 먹을 거이에요 .
사라마다 님비 현상이 다 있을 것이다 .	사람마다 님비 현상이 다 있을 것이다 .
특히 중국 사람들은 제일 심한 편이다 .	특히 중국 사람들이 제일 심한 편이다 .
이것이 이기주의 때문이다 .	이것은 이기주의 때문이다 .
위에 있는 설문 조사에 따라 거주지 내 옛전에는 거주지 내 원자력 발전 하는 것이 반대하는 사람이 많은데 요즘 반대하는 사람이 감소해지는 것이 나타났다	위에 있는 설문 조사에 따르으면 예전에는 원자력 발전소를 세우는 것에 것으로 반대하는 사람이 많았는데 요즘은 반대하는 사람이 감소하는 것에 것으로 나타났다
또한 원자력 발전에 대한 필요하다고 생각한 사람의 비율이 큰 변화가 없지만 필요 없다는 생각한 사람이 많는 것이 나타났다	또한 원자력 발전에 대해 필요하다고 생각하는 생각하는 사람의 비율은 큰 변화가 없지만 필요 없다고 생각하는 생각하는 사람은 많아진 것으로 나타났다
왜냐하면 급하게 발전하면 자기에게 도움이 될 수 없거나 자기에게 피해 줄 수 있다고 생각하기 때문이다 .	왜냐하면 급하게 발전하면 자기에게 도움이 될 수 없거나 자기에게 피해를 줄 수 있다고 생각하기 때문이다 .
이것이 이기주의를 말할 수도 있다 .	이것이 이기주의라고 말할 수도 있다 .
예를 들면 작년에 중국에서 82살 된 한 할머니는 아들 두 명이 있고 딸 세 명이 있는데 자녀들이 다 노인을 부양하지 않을 뿐만 아니라 밖에서 노인을 버렸다 .	예를 들면 작년에 중국에서 82살 된 한 할머니는 아들 두 명이 있고 딸 세 명이 있는데 자녀들이 다 노인을 부양하지 않을 뿐만 아니라 밖에 노인을 버렸다 .
정부는 노인의 자녀들과 여러 번 상의하더라도 해결할 수 없기 때문에 노인은 계속 양로원에 계시고 있다	정부는 노인의 자녀들과 여러 번 상의해도 해결할 수 없었기 때문에 노인은 계속 양로원에 인다
다른 사람이 관심이 없을 뿐만 아니라 부모도 관심이 없다 .	다른 사람에게 관심이 없을 뿐만 아니라 부모에게도 관심이 없다 .
자녀들도 아이가 있어서 아이들은 자기 부모님이 이런 행동을 해 보고 어떻게 생각할까 ?	자녀들도 아이가 있을텐데 아이들은 자기 부모님의 이런 행동을 보고 어떻게 생각할까 ?
중국에게 이런 사람이 비일비재해서 님비 현상이 많이 형성될 것이다 .	중국에서 이런 사람들이 비일비재해서 님비 현상이 많이 형성된 것이다 .
부모님처럼 이런 행동을 따라 하는 아이가 많으면 나중에 사회에게 큰 피해를 줄 수 있다 .	부모님처럼 이런 행동을 따라 하는 아이가 많으면 나중에 사회에 큰 피해를 줄 수 있다 .
사람들은 다 다른 사람에게 배려심이 가지고 있다면 님비 현상을 해결할 수 있을 것이다 .	사람들이 다 다른 사람에게 배려심을 가지고 있다면 님비 현상을 해결할 수 있을 것이다 .
나는 중국 학생이고 우리 나라는 1949년 건국하는 후에 경제가 빠르게 속도로 발전한다 .	나는 중국 학생이고 우리 나라는 1949년 건국한 후에 경제가 빠른 속도로 발전했다 .
그런데 경제가 호황해지지만 다른 문제가 많이 소홀이다 .	그런데 경제가 발전했지만 다른 문제는 많이 소홀했다 .
중국 수도 베이징은 대표적인이다 .	중국 수도 베이징이 대표적이다 .
베이징은 중국 옛날 명나라부터 수도로서 식작한다 .	베이징은 중국 옛날 명나라부터 수도로서 시작했다 .
그래서 베이징 유명한 건물 자금성 , 만리장성 , 의화원 등 관광지는 세계에서 만은 사람에게 알린다 .	그래서 베이징의 유명한 건물 자금성 , 만리장성 , 이화원 등의 관광지는 세계에서 많은 사람에게 알려지어 있다 .
그 다라 베이징에 가서 여행하는 사람의 발음이 끓이지 않다 .	그 나라 베이징에 가서 여행하는 사람의 발걸음이 끊이지 않는다 .
베이징은 중국 대표적인 문화 수도로서 유명 나는데 나쁜 영향도 많이 받았다 .	베이징은 중국의 대표적인 문화 수도로서 유명 나는데 나쁜 영향도 많이 받았다 .
세계 여러가지 관강객이 ( 중국 사람도 포함되다 ) 베이징에서 여행했을 때 궁중시설을 보호하지 않고 팍휘도 해준다 .	세계 여러 나라 관광객이 ( 중국 사람도 포함된다 ) 베이징에서 여행했을 때 공중시설을 보호하지 않고 팍휘도 해줬다 .
여행객이 증각함에 따라 베이징 1년 동안 길이 막히지 않는 날 거의 없다 .	여행객이 증가함에 따라 베이징은 1년 동안 길이 막히지 않는 날이 거의 없다 .
최근 면 년간 베이징 공기 문제가 아주 심한다 .	최근 몇 년간 베이징의 공기 문제가 아주 심하다 .
작년 겨울 동안 전국 국민 대표회의에 중요한 문제로 제출하고 해결 방법을 토론했다 .	작년 겨울 동안 전국 국민 대표회의에 중요한 문제로 젠하고 해결 방법을 토론했다 .
뉴스에 봐서 베이징 시민은 얼마나 바란색 하늘을 못 보는지 잊어버리다고 했다 .	뉴스를 보면 베이징 시민이 얼마나 파란색 하늘을 못 봤는지 잊어버리겠다고 했다 .
시민들은 외출할 때 공기 중에 독소 먼지를 쉼을까 봐 매일 마스크를 써서 나간다 .	시민들은 외출할 때 공기 중에 독소 먼지를 삼킬까 봐 매일 마스크를 쓰고 나간다 .
베이징에 사는 사람은 제일 고생하는 일을 방값이 문제이다 .	베이징에 사는 사람이 제일 고생하는 일은 방값 문제이다 .
방이 아주 비싸서 못하는데 베이징에 등록도 못하니까 .	방이 아주 비싸서 못 사고 베이징에 이사도 못한다 .
얘기 교육 , 입학 문제도 해결하지 못한다 .	자녀 교육 , 입학 문제도 해결하지 못한다 .
지금 , 정부는 도시 방값이 교통 문제부터 하나식 하나식 해결방법을 찾고 있다 .	지금 , 정부는 도시 방값과 교통 문제부터 하나씩 하나씩 하나씩 하나씩 해결방법을 찾고 있다 .
나는 베이징 미래가 더 잘하겠지 믿다 .	나는 베이징의 미래가 더 잘되겠지라고 믿는다 .
인터넷으로 많은 일을 하는데 , 그중에서 가장 많이 하는 일은 정보 검색 것이다 .	인터넷으로 많은 일을 하는데 , 그중에서 가장 많이 하는 일은 정보 검색 이다 .
그 다음은 뉴스와 신문 보기 , 이메일 확인 , 인터넷 쇼핑 , 인터넷 뱃킹 등을 한다고 말했다 .	그 다음은 뉴스와 신문 보기 , 이메일 확인 , 인터넷 쇼핑 , 인터넷 뱅킹 등을 한다 .
인터넷으로 생활에서 제일 편한다 .	인터넷은 생활에서 제일 편하다 .
그렇데 , 인터넷을 많이 사용하는 것이 몸에 나쁘졌다 .	그런데 , 인터넷을 많이 사용하는 것은 몸에 나쁘다 .
요즘 뉴스를 보고 인터넷으로 게임을 하는 학생이 많다고 했다 .	요즘 뉴스를 보니 인터넷으로 게임을 하는 학생이 많다고 했다 .
이렇게 학생이 게임 중독이 되고 학교이 싫어서 공부하지 않는다고 했다 .	이렇게 학생이 게임 중독이 되고 학교가 싫어서 공부하지 않는다고 했다 .
매일 아침부터 세벽까지 인터넷 게임을 생각한다고 했다 .	매일 아침부터 새벽까지 인터넷 게임을 생각한다고 했다 .
이 문제도 심한다 .	이 문제도 심각하다 .
계속 인터넷을 좋아서 건강을 해치고 눈이 나빠지고 시간이 낭비한다고 했다 .	계속 인터넷을 해서 건강을 해치고 눈이 나빠지고 시간을 낭비한다고 했다 .
그래서 , 이터넷을 잘 사용한다 ( 규칙적으로 사용하다 ) .	그래서 , 인터넷을 잘 사용해야 한다 ( 규칙적으로 사용해야 한다 ) .
저는 인터넷을 너무 좋다 .	나는 인터넷이 너무 좋다 .
인터넷이 있어서 생활에 편리하진다 .	인터넷이 있어서 생활이 편리해진다 .
매일 가족들이 동영상을 보고 친구들이 채팅해서 돈이 벌써 안 썼다 .	매일 가족들이 동영상을 보고 친구들과 채팅해도 돈을 많이 안 썼다 .
인터넷 뱅킹을 잘하고 시간이 절약한다 .	인터넷 뱅킹을 잘하면 시간이 절약된다 .
어디나 가서 심심할 때 스마트폰으로 어제 내려받은 영화를 본다 .	어디든 가서 심심할 때 스마트폰으로 어제 내려받은 영화를 본다 .
공부할 때 인터넷으로 자료를 검사하고 올린다 .	공부할 때 인터넷으로 자료를 검색하고 올린다 .
인터넷 장점이 많이 있어서 잘 사용한다 .	인터넷은 장점이 많이 있어서 잘 사용해야 한다 .
인터넷 장단점이 있어서 잘 사용합니다 .	인터넷은 장단점이 있어서 잘 사용해야 한다 .
장점을 잘 이용하고 단점을 준다 < 줄다 > .	장점을 잘 이용하고 단점을 줄인다 < > .
인터넷 어떻게 사용하는 것이 종용하다 .	인터넷을 어떻게 사용하는 것이 중요하다 .
오전 일곱 시 삼십 분에 샤와해요 .	오전 일곱 시 삼십 분에 샤워해요 .
그럼 일곱 시 오심 분에 물을 마시러 가요 .	그리고 일곱 시 오십 분에 물을 마시러 가요 .
그리고 인터냇 해요 .	그리고 인터넷을 해요 .
오전 아합에 한국어를 배워요 .	오전 아홉 시에 한국어를 배워요 .
오젠 아헙 시부터 오후 한 시까지 한국어를 배워요 .	오전 아홉 시부터 오후 한 시까지 한국어를 배워요 .
오후 한 시 십 분에 식당에서 점심 식사 해요 .	오후 한 시 십 분에 식당에서 점심 식사를 해요 .
오후 두 시에 식당에 가요 .	오후 두 시에 식당에서 나가요 .
대련을 진짜 아름답다 .	대련은 진짜 아름답다 .
나는 바다를 종아해서 대련을 좋아한다 .	나는 바다를 좋아해서 대련을 좋아한다 .
대련의 바다 너무 크다 .	대련의 바다가 너무 크다 .
해물을 종아한다 .	해물을 좋아한다 .
그렇데 날ㅆ가 종아하지 않는다 .	그렇데 날씨가 좋지 않다 .
오락시설을 많이 있는다 .	오락시설이 많이 있다 .
나는 무서워도 친구들을 같이 놀다	나는 무서워도 친구들과 같이 놀았다
노니까 무섭지 않는다 .	노니까 무섭지 않았다 .
다시 한 번 놀았으면 종겠다 .	다시 한 번 놀았으면 좋겠다 .
대련의 사람을 너무 좋다 .	대련의 사람이 너무 좋다 .
관광 안내원 덕분에 여행을 재미있다 .	관광 안내원 덕분에 여행이 재미있다 .
우리 노면서 소개해 준다 .	우리와 놀면서 소개해 준다 .
대련을 진짜 종아한다 .	대련을 진짜 좋아한다 .
아파트 같은 공동주택에서 ' 층간 소음 , 때문에 이웃 간으로 싸우고 , 겨우 며칠 전에 이웃을 죽이는 사건이 일어나 사회가 층격을 주고 있다 .	아파트 같은 공동주택에서 ' 층간 소음 , 때문에 이웃 간에 싸우고 , 겨우 며칠 전에는 이웃을 죽이는 사건이 일어나 사회에 층격을 주고 있다 .
서울 서대문경찰서에 따르면 주말에 부모를 뵈러 온 30대 형제가 층간 소음 때문에 이웃과 몸싸움을 하다가 죽었다고 한다 .	서울 서대문경찰서에 따르면 주말에 부모님를 뵈러 온 30대 형제가 층간 소음 때문에 이웃과 몸싸움을 하다가 죽었다고 한다 .
그렇다면 왜 이런 최악한 사건이 일어날까 ?	그렇다면 왜 이런 심각한 사건이 일어날까 ?
아파트 같은 공동주택은 사실 건물 구조적으로 소음이 옆집이나 위나 아래집에 크게 들릴 경우가 있다 .	아파트 같은 공동주택은 사실 건물 구조적으로 소음이 옆집이나 위나 아랫집에 크게 들리는 경우가 있다 .
그러면 오히려 이웃에게 소음을 주지 않게 하는 것이 마련이죠 .	그래서 이웃에게 소음을 주지 않게 하는 것이 중요하다 .
그러나 아이가 떠들거나 애완동물의 소리나 밤늦게까지 전화 소리나 음악을 크게 듣거나 청소기나 새탁기 소리 때문에 이웃이 밤에 잠을 못 하거나 공부하고 싶더라도 집중이 안 되거나 최악 불면증에 걸리거나 스트레스가 많이 쌓여서 생활하는 것이 어려워진다 .	그러나 아이가 떠들거나 애완동물의 소리나 밤늦은 전화 소리나 음악을 크게 듣거나 청소기나 세탁기 소리 때문에 이웃이 밤에 잠을 못 자거나 공부하고 싶더라도 집중이 안 되거나 심한 불면증에 걸리거나 스트레스가 많이 쌓여서 생활하는 것이 어려워진다 .
이 문제를 해결하기 위해 한 사람 한 사람의 이웃에게 배려심이 가장 중요하지 않을까 ?	이 문제를 해결하기 위해 한 사람 한 사람의 배려심이 가장 중요하지 않을까 ?
먼저 이웃에게 관심을 가지고 편소부터 누가 옆집에 사는지 알아들고 의사소통을 하면서 좋은 관계를 만드는 것이 좋다고 생각한다 .	먼저 이웃에게 관심을 가지고 평소에 누가 옆집에 사는지 알아보고 의사소통을 하면서 좋은 관계를 만드는 것이 좋다고 생각한다 .
만약 이상한 소음이 들리게 되면 쉽게 지직할 수 있을 것이다 .	만약 이상한 소음이 들리게 되면 쉽게 지적할 수 있을 것이다 .
그래도 소음이 그치지 않은 경우에는 그 아파트 간으로 규칙을 세우거나 벌을 주는 것도 한 개의 해결 방법이다 .	그래도 소음이 그치지 않을 경우에는 그 아파트 내 규칙을 세우거나 벌을 주는 것도 한 개의 해결 방법이다 .
또 소음이 되지 않게 건물을 짓는 것도 중요하다고 생각한다 .	또 소음이 나지 않게 건물을 짓는 것도 중요하다고 생각한다 .
최근 홀로 사는 노인은 양 매년 증가하고 있는데 조사 결과에 따라 노인 5명 중에 1명 혼자 살고 있다 .	최근 홀로 사는 노인이 매년 증가하고 있는데 조사 결과에 따르면 노인 5명 중에 1명이 혼자 살고 있다고 한다 .
지금 노인은 137만 명 혼자 살고 있고 , 이 통계는 5년 전에 비해 18 . 5 % 나 증가했다 .	지금 노인 137만 명이 혼자 살고 있고 , 이 통계는 5년 전에 비해 18 . 5 % 나 증가했다 .
이 노인은 얼마나 자주 자식을 만나는 질문에 1 - 2차례만 응답하는 사람은 10 % 를 차지하며 왕래가 없다는 노인을 4 . 5 % 으로 나타났다 .	얼마나 자주 자식을 만나느냐는 질문에 1 - 2차례이라고 응답한 사람은 10 % 를 차지했으며 왕래가 없다는 노인은 4 . 5 % 로 나타났다 .
이 노인은 혼자 살기 때문에 여러 까지 문제가 생겼다 .	이 노인들은 혼자 살기 때문에 여러 가지 문제가 생겼다 .
주변에 도움이 줄 수 있는 사람이 없음으로 인해 홀로 사는 노인은 경제적으로 고생하고 있으며 건강도 나쁘지고 있다 .	주변에 도움을 줄 수 있는 사람이 없음으로 인해 홀로 사는 노인은 경제적으로 고생하고 있으며 건강도 나빠지고 있다 .
소외감과 우울증은 더 흔해졌고 , 사고로 인해 노인은 다치는 서건도 늘렸다 .	소외감과 우울증은 더 흔해졌고 , 사고로 인해 노인이 다치는 사건도 늘었다 .
요즘 바쁘게 사는 신세대는 일이나 아이들을 더 중심하기 때문에 노인은 무시당한다 .	요즘 바쁘게 사는 신세대는 일이나 아이들을 더 중시하기 때문에 노인은 무시당한다 .
신세대는 자기 관심이나 자기 문제를 부모님보다 중요하다고 생각하며 부모님 자기를 돌볼 수 있다고 생각한다 .	신세대는 자기 관심사나 자기 문제를 부모님보다 중요하다고 생각하며 부모이 스스로를 돌볼 수 있다고 생각한다 .
더 우리 소회는 더 바쁘고 빠르게 되기 때문에 경쟁은 더 심화됐다 .	우리 사회는 바쁘고 빠르게 됐기 때문에 경쟁은 심화됐다 .
그러므로 돈이나 체면을 더 중심하는 탓에 가족을 잊어버리게 됐다 .	그러므로 돈이나 체면을 더 중시하는 탓에 가족을 잊어버리게 됐다 .
젊은 현대인 노인을 만날 시간이 내지 않아서 노인들은 소외감을 느끼고 도움이 줄 수 없는 사람도 없다 .	젊은 현대인은 노인을 만날 시간을 내지 않아서 노인들은 소외감을 느끼고 도움을 줄 수 있는 사람도 없다 .
부모님은 젊은 아이들을 돌보듯이 아이들은 나이 들수록 부모님을 돌봐야 한다 .	부모님이 어린 아이들을 돌보듯이 아이들은 나이가 들수록 부모님을 돌봐야 한다 .
또 정부는 홀로 사는 노인 위해서 도우미 서비스를 제공해야 한다 .	또 정부는 홀로 사는 노인을 위해서 도우미 서비스를 제공해야 한다 .
이 서비스 직원이나 봉사 활동으로 일하는 사람은 규채적으로 노인을 방문할 수 있고 힘들고 아플 때마다 도와줄 수 있다 .	이 서비스는 직원이나 봉사 활동으로 일하는 사람은 규칙적으로 노인을 방문할 수 있고 힘들고 아플 때마다 도와줄 수 있다 .
남아공에서 태어났는 때 어렸을 때 영국으로 이사해서 자랐습니다 .	남아공에서 태났지만 어렸을 영국으로 이사해서 자랐습니다 .
제 엄머니는 상담원인데 우리 교회에서 상담원으로 일하시고 있습니다 .	제 어머니는 상담원인데 우리 교회에서 상담원으로 일하시고 있습니다 .
15살 때부터 아버지의 동멸 병원에서 아르바이트를 해 보니까 바쁜 회사에서 일을 하는 것이 쉽지 않다는 사실을 알게 됐습니다 .	15살 때부터 아버지의 동물 병원에서 아르바이트를 해 보고 바쁜 회사에서 일을 하는 것이 쉽지 않다는 사실을 알게 됐습니다 .
그리고 팀에서 사람하고 같이 일해 번 경험을 많이 쌓았기 때문에 팀하고 같이 일을 할 때 절대 절대 핑계를 대지 않고 끝까지 집중합니다 .	그리고 팀에서 타인과 같이 일해 본 경험을 많이 쌓았기 때문에 팀과 같이 일을 할 때 절대 절대 핑계를 대지 않고 끝까지 집중합니다 .
저는 자주 일할 때 자는 것 차라리 밤세 일을 다 해서 피곤해 집니다 .	저는 자주 일할 때 자는 것 대신에 차라리 밤새 일을 다 해서 피곤해 집니다 .
대학교 때 영화 학습으로 전공했습니다 .	대학교 때 영화를 전공했습니다 .
고등학교 때 영화 동아리에 참여하다 보니 영화를 찍는 것을 하게 됐고 영화 매력에 빠졌습니다 .	고등학교 때 영화의 동아리에 참여하다 보니 영화를 찍는 것을 하게 됐고 영화의 매력에 빠졌습니다 .
그래서 대학교 때도 계속 영화를 만드는 늘력이 늘려고 이 전공을 선택했습니다 .	그래서 대학교 때도 계속 영화를 만드는 실력을 늘리려고 이 전공을 선택했습니다 .
다음 주 화요일에 시험이 있으니까 저는 기숙사에서 열심히 공부합니다 .	다음 주 화요일에 시험이 있으니까 저는 기숙사에서 열심히 공부할 것입니다 .
10월 20일에 국장에서 영화를 보고 10월 28일에 편의점에서 쇼핑을 합니다	10월 20일에 극장에서 영화를 보고 10월 28일에 백화점에서 쇼핑을 할것입니다
혼자 살이 펼리하지만 심심합니다 .	혼자 살기 편리하지만 심심합니다 .
아파트에서 방이 크고 깨끗합니다 .	아파트는 방이 크고 깨끗합니다 .
한국 음식을 만들지 못하는데 중국 음식을만 잘합니다 .	한국 음식을 만들지 못하는데 중국 음식을 잘합니다 .
집에서 노래하고 늘어도 됩니다 .	집에서 노래하고 놀아도 됩니다 .
친구하고 같이 살어도 괜찮습니다 .	친구하고 같이 살아도 괜찮습니다 .
거기에서 열심히 공부하야 합니다 .	거기에서 열심히 공부해야 합니다 .
우리 사회에서는 광고를 중요한 위는 차지한다 .	우리 사회에서 광고는 중요한 위치를 차지한다 .
왜냐하면 첫 번째는 나라 경제를 개선하고 싶으면 정부는 물건을 잘 팔기 위하여 여러 가지 광고를 만들다 .	왜냐하면 첫 번째는 나라 경제를 개선하고 싶을 때 정부가 물건을 잘 팔기 위하여 여러 가지 광고를 만들기 때문이다 .
두 뻔째는 우리는도 광고한테 의종한다 .	두 번째로 우리도 광고에 의존한다 .
예를 들어서 어떤 물건을 살기 전에 우리는 먼저 물건을 정보 , 돼긋 알고 싶다 .	예를 들어서 어떤 물건의 사기 전에 우리는 먼저 물건의 정보를 , 알고 싶어 한다 .
도는 광고 덕분에 어떤 물건을 유명하고 자주 사는 사람을이 물건에 대해서 궁금한다 .	또 광고 덕분에 어떤 물건이 유명하고 자주 사는 사람을이 물건이 무엇인지에 대해서 궁금해한다 .
광고의 긍정적으로 보면 내가 위에 말했다는 말이 광고 떡분에 나라 경제를 개선할 수 있다 .	광고를 긍정적으로 보면 내가 위에서 말했다시피 광고 덕분에 나라 경제를 개선할 수 있다 .
사실은 내가 광고는 좋은 것이지만 부정적인 점이 더 훨씬 많다고 생각한다 .	사실 나는 광고는 좋은 것이지만 부정적인 점이 더 훨씬 많다고 생각한다 .
왜냐하면 물건 광고를 보면 자세히 어떤 물건을 알 수 없고 직접에 이 물건을 다칠 수 없다 .	왜냐하면 물건 광고를 보면 자세히 어떤 물건인지 알 수 없고 직접 이 물건인지 만질 수 없기 때문이다 .
예를 들면 우리는 텔레비전에서 옷 광고를 보고 이 옷이 모습이 우리에게 좋아하고 우리는 이 옷은 살기 결심했다 .	예를 들면 텔레비전에서 옷 광고를 보고 그 옷이 우리에게 어울린다고 생각해서 그 사기로 결심한다 .
하지만 그 옷을 받을 때 완전히 다른 모습을 받았다 .	하지만 그 옷을 받았을 때 완전히 다른 옷을 받았다고 생각한다 .
텔버전에서 이런한 모습이 있었는데 직접에 보면 다른 옷을 받을 것 같다 .	텔레비전에서는 이러한 모습이 었는데 직접 보니 다른 옷을 받은 것 같기 때문이다 .
그리고 우리는 이 옷을 살기 위해서 돈은 많이 내고 오래동안 옷을 기다렸다 .	그리고 우리는 이 옷을 사기 위해서 돈을 많이 내고 오랫동안 옷을 기다린다 .
마지막에 광고는 좋지만 광고 정치가 변경되면 좋겠다고 생각한다 .	마지막으로 광고는 좋지만 광고 정책이 개선되면 좋겠다고 생각한다 .
나는 1991년 2월 7일 방콕 태국에서 아버지 쌈르으엉과 어머니 와싸나 자식 3명 중에서 막내로 태어났다 .	나는 1991년 2월 7일 방콕 태국에서 아버지 쌈르으엉과 어머니 와싸나의 자식 3명 중에서 막내로 태어났다 .
언니는 나와 나이 차이 10년이지만 오빠는 나와 나이 차이 3년이다 .	언니는 나와 나이 차이가 차이가 10살이지만 오빠는 나와 나이 차이가 차이가 3살이다 .
우리 가족 형편은 중층가족이라서 일반적으로 집 근처 학교에 다녔다 .	우리 가족이 중산층가족이라서 일반적으로 집 근처 학교에 다녔다 .
나는 중학생 때 어느 날 카페에서 차를 마시다가 한국 노래를 들려서 한국어에 대해 관심이 생기게 됐다 .	나는 중학생 때 어느 날 카페에서 차를 마시다가 한국 노래가 들려서 한국어에 대해 관심이 생기게 됐다 .
다음에 나는 대학교에 진학할 때 한국어 전공에 공부하고 싶었지만 부모님께서 반대하셨다 .	그 후에 나는 대학교에 진학할 때 한국어 전공을 공부하고 싶었지만 부모님께서 반대하셨다 .
아무리 유명한 대학교 2곳의 합격해도 어머니께서 면접시험이 있는 날에 데리고 안 가겠다고 하셨다 .	아무리 유명한 대학교 2곳에 합격해도 어머니께서 면접시험이 있는 날에 데리고 안 가겠다고 하셨다 .
슬프고 썹썹했지만 할 수 없이 전국적으로 제일 유명한 대학교 3곳 중에서 정치학 전공에 진학했다 .	슬프고 섭섭했지만 할 수 없이 전국적에서 제일 유명한 대학교 3곳 중에서 정치학 전공에 진학했다 .
거기에서 한국인 선생님 이나원 선생님이라고 했다 .	거기에서 한국인 선생님은 이나원 선생님이라고 했다 .
최저 공부할 때 내가 한국어를 전혀 못했지만 선생님께서 태국에서 태국어 전공을 졸업하기 때문에 태국어로 설명 잘해줄 수 있을뿐더러 교실 분위기도 좋게 만들어 주었다 .	처음 공부할 때 내가 한국어를 전혀 못했지만 선생님께서 태국에서 태국어 전공을 졸업했기 때문에 태국어로 설명을 잘해줄 수 있을뿐더러 교실 분위기도 좋게 만들어 주었다 .
선생님께서 태국 사람만큼 태국어를 잘하니까 나도 선생님처럼 한국어를 잘할 수 있을가 ?	선생님께서 태국 사람만큼 태국어를 잘하니까 나도 선생님처럼 한국어를 잘할 수 있을까 ?
라고 생각을 들었다 .	라는 생각이 들었다 .
공부할수록 한국어에 대해 좋아해졌다 .	공부할수록 한국어에 대해 좋아졌다 .
선생님도 항상 도와주고 내가 궁금하는 것이 있으면 풀려주었다 .	선생님도 항상 도와주고 내가 궁금한 것이 있으면 풀어줬다 .
게다가 그동안 한 달에 1 ~ 2번 부모님한테 한국에 갈 계획이 있다고 알렸다 .	게다가 그동안 한 달에 1 ~ 2번 부모님에게 한국에 갈 계획이 있다고 알렸다 .
결국 부모님께서 한국어 능력 시험 점수를 보고 내 결심도 보여서 허락하셨다 .	결국 부모님께서 한국어 능력 시험 점수를 보고 내 노력이 보여서 허락하셨다 .
내 인생 지금까지 돌아보면 많이 힘들었지만 그때 도와준 사람이 있어서 참 좋았다 .	내 인생이 지금까지 돌아보면 많이 힘들었지만 그때 도와준 사람이 있어서 참 좋았다 .
선생님 덕분에 이제 내가 한국에서 공부하게 됐다 .	선생님 덕분에 지금 내가 한국에서 공부하게 됐다 .
물론 부모님의 의견이 중요하지만 내 인생은 내 꺼이니까 힘들어도 실망해도 직접 당하고 배울 것이다 .	물론 부모님의 의견이 중요하지만 내 인생은 내 것이니까 힘들어도 실망해도 직접 겪고 배울 것이다 .
현재 사회에서 인구가 게속 증가하는 현상을 보면 출산과 죽음이 불가피하고 경제 발전을 위해 공장 건설을 많이 추진해야 한다 .	현대 사회에서 인구가 계속 증가하는 현상을 보면 출산과 죽음이 불가피하기 때문에 경제 발전을 위해 공장 건설을 많이 추진해야 한다 .
혐오 시설 , 예를 들면 , 화장터 , 납골 시설 , 공장 등의 소유가 계속 증가하고 있음에 불구하고 지역 이기주의로 인해 전부과 지역 주민들이 혐오 시설 건설 문제 때문에 서로 입장을 대립하고 협의가 힘드는 상황이다 .	혐오 시설 , 예를 들면 , 화장터 , 납골 시설 , 공장 등의 수요가 계속 증가하고 있음에도 불구하고 지역 이기주의로 인해 정부와 지역 주민들이 혐오 시설 건설 문제 에 대해 서로 입장이 대립하고 협의가 힘든 상황이다 .
예를 들면 , 화장터와 납골 시설이 어느 지역에 들어오면 집값이 떨어질 수 있기 때문에 지역의 주민들이 납골 시설 유치하기에 대한 반대하는 이유들 중 하나다 .	예를 들면 , 화장터와 납골 시설이 어느 지역에 들어오면 집값이 떨어질 수 있다는 것이 지역의 주민들이 납골 시설 유치하기에 대해 반대하는 이유들 중 하나다 .
그리고 , 지역 근처에 공장을 설립하면 유해 물질 배출 문제 때문에 반대하는 지역 주민들이 많는다 .	그리고 , 지역 근처에 공장을 설립하면 유해 물질 배출 문제 때문에 반대하는 지역 주민들이 많다 .
아무리 혐오 시설 유치를 싫기로서니 정부의 정책을 외면하고 독자적으로 행동하면 안 된다고 생각한다 .	아무리 혐오 시설 유치가 싫기로서니 정부의 정책을 외면하고 독자적으로 행동하면 안 된다고 생각한다 .
대충 매체나 교육은 혐오 시설에 대해 사람들의 고정 관념을 깨는 데에 효과적이라고 생각한다 .	대중 매체나 교육은 혐오 시설에 대한 사람들의 고정 관념을 깨는 데에 효과적이라고 생각한다 .
더구나 , 지역 근체에 공장이 건설하게 되면 , 공장 책임자들 유해 물질 배출을 잘 처리해야 한다고 본다 .	또한 , 지역 근처 공장을 건설하게 되면 , 공장 책임자들은 유해 물질 배출을 잘 처리해야 한다고 본다 .
왜냐하면 , 유해 물질 배출 문제 잘 해결하지 못하면 주민들의 건강에 나쁜 영향을 미칠 것이 때문이다 .	왜냐하면 , 유해 물질 배출 문제를 잘 해결하지 못하면 주민들의 건강에 나쁜 영향을 미칠 것이기 때문이다 .
정부 지역 주민들에게 보상을 제공하고 정성꺼 주민들을 설득하면 협의를 이를 수 있다고 생각한다 .	정부가 지역 주민들에게 보상을 제공하고 정성껏 주민들을 설득하면 협의를 이를 수 있다고 생각한다 .
한강 공원에서 기타 같이 노래러 갔어요 .	한강 공원에서 기타를 치고 같이 노래하러 갔어요 .
그다음에 왕심니역에서 분당선으로 갈아탔어요 .	그다음에 왕십리역에서 분당선으로 갈아탔어요 .
지난 주말에는 재미있었어요 .	지난 주말는 재미있었어요 .
내 제일 좋아하는 친구는 28방에서 카리나이다 .	나가 제일 좋아하는 친구는 28방의 카리나이다 .
옛날에 우리 같이 기숙사에 방에서 살았다 .	옛날에 우리는 같은 기숙사 방에서 살았다 .
지금 우리 같이 고시원에서 살안다 .	지금 우리는 같이 고시원에서 산다 .
